"Project Name","Item Title","Item Ark","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.publisher","Name.subject","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","AltTitle.other","Publisher.placeOfOrigin","Date.creation","Date.normalized","Description.note","Description.caption","Format.extent","Title","Alt ID.local","AltTitle.parallel","Publisher.publisherName","thumbnailImageName","masterImageName"
"Ethiopian Posters","New album available","21198/zz002hp5dw","","still image","","","Kelube Sound Records","Leenco Abdishakur","","Popular music $z Ethiopia","posters","eng|~|orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[2009?]","2009","Poster is an advertisement for a music album and depicts a photograph of Leenco Abdishakur standing and smiling at the viewer. One of his hands is at his chest and the other is at his thigh. A smaller version of the image appears in the bottom center, resembling a CD. At the bottom right is the logo of Kelube Sound Records.","The new generation from U.S.A. Bareeddu Oromoo Leenco Abdishakur","1 poster : col.","New album available","ucla_1922_box06_folder013_002","","","ucla_1922_box06_folder013_002.jpg","ucla_1922_box06_folder013_002.tif"
"Ethiopian Posters","Tasumaa album - 01 2002 / 2009","21198/zz002hp5fd","","still image","","","","","","Popular music $z Ethiopia","posters","eng|~|orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","WASD Digital Studio","","","","","Ethiopia","Abinnat Biifaa Badhaasaa (Seenaa)","[Nazrét (Ethiopia)]","[2009]","2009","Poster is an advertisement for a music record and depicts a photomontage of the following: Abinnat Biifaa wearing a denim jacket and a collared shirt and smiling at the viewer; a drum set; and a band photo. From left to right, the band members are labeled ""Tenor Sax Endale Mulat,"" ""Abinnat Biifaa,"" ""Gebeyehu Fetensa,"" and ""Recording & Mixing Workagegnehu Shoandegif.""","Poster & cover design WASD Digital Studio","1 poster : col.","Tasumaa album - 01 2002 / 2009","ucla_1922_box06_folder013_003","","","ucla_1922_box06_folder013_003.jpg","ucla_1922_box06_folder013_003.tif"
"Ethiopian Posters","Sensation VCD collection","21198/zz002hp5gx","","still image","","","","","","Popular music $z Ethiopia|~|Video CDs $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Ace Advertising (Firm)","","Abemealik Studio (Firm)","","","Ethiopia","Chembelala 2009","[Addis Ababa (Ethiopia)]","[2009]","2009","Poster is an advertisement for a video CD (VCD) and consists of a collage that contains photographs of the featured artists (Lucy Boyz, Abel Mulugeta, Dani Boy, Rasjany, Tokechaw, Michael Angaw Eagle, Sydney Salmon, Dawit, @thespeech, and Cool Habesha), the VCD producer Elias Workneh, the VCD editor Nati, and packages of Sensation condoms. Additionally, there are abstract shapes and outlines of women, flowers, and cityscapes.","Produced by Elias Workneh; sponsored by DKT Ethiopia; distributed by Saile Pictures|~|Graphics design Ace Advertising; photos by Abemealik Studio|~|AB GET Printing Press","1 poster : col.","Sensation VCD collection","ucla_1922_box06_folder013_004","","","ucla_1922_box06_folder013_004.jpg","ucla_1922_box06_folder013_004.tif"
"Ethiopian Posters","New Year's Eve Extravaganza @ Millennium Hall","21198/zz002hp5hf","","still image","","","","","","Popular music $z Ethiopia|~|Special days $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","[Addis Ababa (Ethiopia)]","[September 10, 2008?]","2008-09-10","Poster is an advertisement for a concert and depicts photographs of the performers. A photograph of flowers appears to the right of the title. Sponsor logos appear at the bottom left. Event organizer logos appear at the center right.","Wednesday September 10 2008, 7:00 pm - 4:00 am|~|Tewodros Taddesse; Dawit Mellese; Hennok Abebe; K'Alyne; Hele Berihe; Jhonny Ragga; Also performing Phillip Martin, Nhatty, Betty, Moges, Haile root with Millennium and Zemen band|~|Sponsors Pepsi; St. George Beer|~|Powered by Yoha Entertainment and ABC PLC. Car Rental|~|DJ Splash (from Dubai); DJ P (Dagi)","1 poster : col.","New Year's Eve Extravaganza @ Millennium Hall","ucla_1922_box06_folder013_005","","","ucla_1922_box06_folder013_005.jpg","ucla_1922_box06_folder013_005.tif"
"Ethiopian Posters","Yoha Entertainment Presents New Year's Eve Extravaganza","21198/zz002hp5jz","","still image","","","","","","Popular music $z Ethiopia|~|Special days $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Luciano all the way from Jamaica","[Addis Ababa (Ethiopia)]","[September 10, 2008?]","[2008-09-10]","Poster is an advertisement for a concert and consists of photographs of the performers (Alemayehu Eshete, Tewodros Taddesse, Dawit Mellese, Henok Abebe, Luciano, Helen Berhe, Nhatty, K'Alyne, Zemen Band, Haile Roots, Jhonny Ragga, Right On, Ras Yohannes, Betty, Millennium Band, DJ Slush, DJ P). The Yoha Entertainment logo is to the left of the title. Sponsor logos are at the bottom.","Millennium Hall, Wednesday September 10 2008, 7:00 pm - 4:00 am|~|Sponsors ABC PLC. Car Rental; Pepsi; St. George Beer; NMC; MAMCO","1 poster : col.","Yoha Entertainment Presents New Year's Eve Extravaganza","ucla_1922_box06_folder013_006","","","ucla_1922_box06_folder013_006.jpg","ucla_1922_box06_folder013_006.tif"
"Ethiopian Posters","Nahom favorite vol 3","21198/zz002hp5kg","","still image","","","Nāhom rikards","","","Popular music $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","Washington (D.C.)","[2005]","2005","Poster depicts a photomontage of the recording artists featured on the Nahom Favorite Vol. 3 music CD. Their names are printed in Amharic. At the bottom is the logo and contact information of Nahom Records, Inc.","Printed by Andnet Printers","1 poster : col.","Nahom favorite vol 3","ucla_1922_box06_folder013_007","","","ucla_1922_box06_folder013_007.jpg","ucla_1922_box06_folder013_007.tif"
"Ethiopian Posters","Collection 2000","21198/zz002hp5m0","","still image","","","","","","Popular music $z Ethiopia","posters","eng|~|orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","RELA Printing & Advertising","","","","","Ethiopia","Namni waaqayyoo qabaa waana huundumaa beeka","[Addis Ababa (Ethiopia)]","[between 2007 and 2008]","2007/2008","Poster is an advertisement for a compilation music record and depicts a photomontage of nine people, likely the recording artists featured on the CD. In the bottom right is a photograph of Biruk Feyissa and Finas Baethay.","Iljaarsa W.W.W.M.Y. Inxooxxoof Kaan keenamee|~|Music arrangement recording & mixing by Biruk Feyissa, Finas Baethay @ Ebru Studio|~|Orijinaala gaarii argachudhaaf mana faarfanna Iyyoob filachuudha!|~|Design & Print by RELA Printing & Advertising","1 poster : col.","Collection 2000","ucla_1922_box06_folder013_008","","","ucla_1922_box06_folder013_008.jpg","ucla_1922_box06_folder013_008.tif"
"Ethiopian Posters","Taajuddiin Ahimad","21198/zz002hp5nh","","still image","","","Madda Walaabu Entertainment Studio","Taajuddiin Ahimad","","Popular music $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Gaangeen dur hindhalle","[Addis Ababa (Ethiopia)]","[2009]","2009","Poster is an advertisement for a music record by Taajuddiin Ahimad that depicts a photograph of Taajuddiin Ahimad wearing a necklace and a Hollister t-shirt. To the right of the photograph is the logo of Madda Walaabu Entertainment Studio.","#2 2009|~|Maxxansaa Fi Raabsaan Madda Walaabu Entertainment Studio|~|Qindeessaa muuziqaa, Daawit Taasisaa; Miiksiingii, Kadiir Ciksaa fi Zalaalam Misgaanaa; Dizaayini, Tagany Dassuu; Saksiifooni, Tasfaye (Falmataa)|~|St. George Union Printing P.L.C","1 poster : col.","Taajuddiin Ahimad","ucla_1922_box06_folder013_009","","","ucla_1922_box06_folder013_009.jpg","ucla_1922_box06_folder013_009.tif"
"Ethiopian Posters","2000 vol. 3","21198/zz002hp5p1","","still image","","","","","","Popular music $z Ethiopia","posters","eng|~|orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","RELA Printing & Advertising","","","","","Ethiopia","Maqansaa Gimbii Jabaadha","[Addis Ababa (Ethiopia)]","[between 2007 and 2008]","2007/2008","Poster appears to be an advertisement for a music record and depicts a smiling man in a white collared shirt and slacks who is seated with his hands clasped in his lap. In the bottom left is a photograph of the same man in a different pose that shows the chair in which he is seated and his shoes. Beside this photograph is the logo of HOREB Digital Studio.","Design & Print by RELA Printing & Advertising|~|F.W.W.W.M.Y. Birbir|~|F. Tasfaa Firoomsaa|~|Music arrangement, Gemechis Firomsa; recording & mixing, Gemechis Fromsa [sic] @ HOREB Digital Studio","1 poster : col.","2000 vol. 3","ucla_1922_box06_folder013_010","","","ucla_1922_box06_folder013_010.jpg","ucla_1922_box06_folder013_010.tif"
"Ethiopian Posters","Warrabo","21198/zz002hp5qj","","still image","","","","Mahamad Rashid","","Popular music $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","Mahamad Rashid","[Addis Ababa (Ethiopia)]","[2009]","2009","Poster appears to be an advertisement for a music record by Mahamad Rashid and depicts a photograph of a man who appears to be Mahamad Rashid. The same photograph is reversed and in the green background.","AB GET Printing Press|~|Qindersitone muziqa, Dawit (Ajerata) fi Ibrahima Said; mixsingiin, Salemon (Hamara); sound ricordin Bona Walaloo fi yadloo Ame fi Mahammed|~|Maxansa fi Rabsan, Mana Muziqa Ayeetu, Baka Bu'e rabsan, Mana muziqa Tokuma|~|Vo # 1 2001-09","1 poster : col.","Warrabo","ucla_1922_box06_folder013_011","","","ucla_1922_box06_folder013_011.jpg","ucla_1922_box06_folder013_011.tif"
"Ethiopian Posters","Guutuu Buntii (Dargaggoo) Lakk. 3","21198/zz002hp5r2","","still image","","","","Guutuu Buntii","","Popular music $z Ethiopia","posters","orm","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","AB GET Printing Press","","","","","Ethiopia","Hangae","[Addis Ababa (Ethiopia)]","[between 2000 and 2010?]","2000/2010","Poster is an advertisement of a music record by Guutuu Buntii (Dargaggoo) that depicts the recording artist seated and looking at the viewer. Background is black. At the bottom right are photographs of three men involved in the production of the CD labeled ""Woraabbi sag alee Boonaa said,"" ""Qindeessaa muziqaa Ibraahim said,"" and ""Miiksingi Salmoon balaay.""","Design and Printed by AB GET Printing Press","1 poster : col.","Guutuu Buntii (Dargaggoo) Lakk. 3","ucla_1922_box06_folder013_012","","","ucla_1922_box06_folder013_012.jpg","ucla_1922_box06_folder013_012.tif"
"Ethiopian Posters","Sele feker","21198/zz002hp5sk","","still image","","","Maya Film Production (Firm)","","","Romance films $z Ethiopia|~|Motion pictures $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Studio Net (Firm)","","Fiorente, Antonio, $d 1964-","","","Ethiopia","Sele fikere","[Addis Ababa (Ethiopia)]","[2007 or 2008]","2007/2008","A romance movie by Amleset Muchie, who was Miss Ethiopia 2006.|~|Sponsor logos along the bottom of the poster: BGI-Ethiopia, samimobile, Mono 2000, Adika Tour and Travel, AB GET Printing Press.|~|A film poster. A young woman wearing a green t-shirt, cuffed blue jeans, and sandals is sitting on the ground and leaning against a parked car.","AB GET Printing Press|~|New film|~|Maya Film Production presents Sele fikere; Amleset Muchie; star[r]ing Alemayehut Tadesse, Sibuh Paulos, Meron Teshome; producer Amleset Muchie; casting by Maya Film ... film editor: Yonathan Kessete & Samson Tefera; written by Amleset Muchie; directed by Yonas Berhane.","1 poster : col.","Sele feker","ucla_1922_box06_folder014_003","","","ucla_1922_box06_folder014_003.jpg","ucla_1922_box06_folder014_003.tif"
"Ethiopian Posters","Etege","21198/zz002hp5t3","","still image","","","","","","Motion pictures $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","","","","","","Ethiopia","","[Ethiopia]","[between 2000 and 2010?]","2000/2010","A film poster. On the right, a woman in a red sleeveless shirt listens through a stethoscope. The end of the stethoscope is on a man's forehead, who is on the left side of the poster. The man is wearing a dark suit jacket and light blue button-down shirt. The woman looks out from the poster, while the man looks downward.","AB GET Printing Press|~|A film production presents Etege staring [sic] Bethlehem Getachew, Daniel Tegegn (Rogo), Alemseged Tesfaye, Elizabeth Getachew (Mandela), Feruz Abdi, Tizita Bekele; director of photography: Abiy Fenta; edited by Buzuayehu Tsegaye; production manager: Bethlehem Getachew; film scor [sic] by Chochi Delu; animation by pixel animation studio; directed by Abiy Fenta.|~|A studio","1 poster : col.","Etege","ucla_1922_box06_folder014_004","","","ucla_1922_box06_folder014_004.jpg","ucla_1922_box06_folder014_004.tif"
"Ethiopian Posters","Selanchi","21198/zz002hp5vm","","still image","","","Hanos Film Production (Firm)|~|Oz Film Production (Firm)","","","Romance films $z Ethiopia|~|Motion pictures $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","Tesfaye W/Agegn","","","","","Ethiopia","Sile anchi","[Addis Ababa (Ethiopia)]","[2008 or 2009]","2008/2009","A film poster. A young woman wearing a white top or dress stands gazing off to the right side of the poster. She wears a red rose in her hair, and a gold chain around her neck. Behind her stands a young mustached man in a white shirt, looking at her over her shoulder. Underneath them is an image of Yekatit 12 Preparatory School where about thirty people are gathered outside the gate.|~|Selanchi (aka Sile Anchi--For Your Sake) is a romance movie.","Printed by Efficient P. P.|~|Hanos Film Production presents ""Selanchi""; production: Oz Film Production; staring [sic]: Sayat Demesa, Kiros H/Selasa, Leouel Solomon, Solomon Tashe; ... editor Leul Abadi; ... producers: Rediat Yaregai, Binyam Andarga; script writers: Tsehgaye Yohanes, Leouel Solomon, Belahhy Getanhe, Belay Tsegay; story by and assistant director: Tesgay Yohanes; directed by Belay Getaneh.","1 poster : col.","Selanchi","ucla_1922_box06_folder014_005","","","ucla_1922_box06_folder014_005.jpg","ucla_1922_box06_folder014_005.tif"
